title,description,topic,date,link
Nine Tools I Wish I Mastered Before My PhD in Machine Learning,Whether you are building a start up or making scientific breakthroughs these tools will bring your ML pipeline to the next level.,AI," Sep 22, 2021",https://www.kdnuggets.com/2021/09/nine-tools-mastered-before-phd-machine-learning.html
"KDnuggets™ News 21:n36, Sep 22: The Machine & Deep Learning Compendium Open Book; Easy SQL in Native Python",The Machine & Deep Learning Compendium Open Book; Easy SQL in Native Python; Introduction to Automated Machine Learning; How to be a Data Scientist without a STEM degree; What Is The Real Difference Between Data Engineers and Data Scientists?,Automated Machine Learning," Sep 22, 2021",https://www.kdnuggets.com/2021/n36.html
How to Find Weaknesses in your Machine Learning Models,FreaAI: a new method from researchers at IBM.,Interpretability," Sep 20, 2021",https://www.kdnuggets.com/2021/09/weaknesses-machine-learning-models.html
"Adventures in MLOps with Github Actions, Iterative.ai, Label Studio and NBDEV",This article documents the authors' experience building their custom MLOps approach.,GitHub," Sep 16, 2021",https://www.kdnuggets.com/2021/09/adventures-mlops-github-actions-iterative-ai-label-studio-and-nbdev.html
The Machine & Deep Learning Compendium Open Book,"After years in the making, this extensive and comprehensive ebook resource is now available and open for data scientists and ML engineers. Learn from and contribute to this tome of valuable information to support all your work in data science from engineering to strategy to management.",Deep Learning," Sep 16, 2021",https://www.kdnuggets.com/2021/09/machine-deep-learning-open-book.html
Introduction to Automated Machine Learning,"AutoML enables developers with limited ML expertise (and coding experience) to train high-quality models specific to their business needs. For this article, we will focus on AutoML systems which cater to everyday business and technology applications.",Automated Machine Learning," Sep 15, 2021",https://www.kdnuggets.com/2021/09/introduction-automated-machine-learning.html
Top 18 Low-Code and No-Code Machine Learning Platforms,"Machine learning becomes more accessible to companies and individuals when there is less coding involved. Especially if you are just starting your path in ML, then check out these low-code and no-code platforms to help expedite your capabilities in learning and applying AI.",AutoML," Sep 8, 2021",https://www.kdnuggets.com/2021/09/top-18-low-code-no-code-machine-learning-platforms.html
Math 2.0: The Fundamental Importance of Machine Learning,Machine learning is not just another way to program computers; it represents a fundamental shift in the way we understand the world. It is Math 2.0.,AI," Sep 8, 2021",https://www.kdnuggets.com/2021/09/math-fundamental-importance-machine-learning.html
"KDnuggets™ News 21:n34, Sep 8: Do You Read Excel Files with Python? There is a 1000x Faster Way; Hypothesis Testing Explained",Do You Read Excel Files with Python? There is a 1000x Faster Way; Hypothesis Testing Explained; Data Science Cheat Sheet 2.0; 6 Cool Python Libraries That I Came Across Recently; Best Resources to Learn Natural Language Processing in 2021,AI," Sep 8, 2021",https://www.kdnuggets.com/2021/n34.html
How Machine Learning Leverages Linear Algebra to Solve Data Problems,Why you should learn the fundamentals of linear algebra.,Data Science," Sep 7, 2021",https://www.kdnuggets.com/2021/09/machine-learning-leverages-linear-algebra-solve-data-problems.html
Fast AutoML with FLAML + Ray Tune,Microsoft Researchers have developed FLAML (Fast Lightweight AutoML) which can now utilize Ray Tune for distributed hyperparameter tuning to scale up FLAML’s resource-efficient & easily parallelizable algorithms across a cluster.,Automated Machine Learning," Sep 6, 2021",https://www.kdnuggets.com/2021/09/fast-automl-flaml-ray-tune.html
Antifragility and Machine Learning,"Our intuition for most products, processes, and even some models might be that they either will get worse over time, or if they fail, they will experience an cascade of more failure. But, what if we could intentionally design systems and models to only get better, even as the world around them gets worse?",Machine Learning," Sep 6, 2021",https://www.kdnuggets.com/2021/09/antifragility-machine-learning.html
6 Cool Python Libraries That I Came Across Recently,Check out these awesome Python libraries for Machine Learning.,Data Science," Sep 3, 2021",https://www.kdnuggets.com/2021/09/6-cool-python-libraries-recently.html
How to solve machine learning problems in the real world,"Becoming a machine learning engineer pro is your goal? Sure, online ML courses and Kaggle-style competitions are great resources to learn the basics. However, the daily job of a ML engineer requires an additional layer of skills that you won’t master through these approaches.",Advice," Sep 2, 2021",https://www.kdnuggets.com/2021/09/solve-machine-learning-problems-real-world.html
How is Machine Learning Beneficial in Mobile App Development?,"Mobile app developers have a lot to gain by implementing AI & Machine Learning from the revolutionary changes that these disruptive technologies can offer. This is due to AI and ML's potential to strengthen mobile applications, providing for smoother user experiences capable of leveraging powerful features.",App," Sep 1, 2021",https://www.kdnuggets.com/2021/09/machine-learning-beneficial-mobile-app-development.html
The Significance of Data-centric AI,How a systematic way of maintaining data quality can do wonders to your model performance.,AI," Aug 27, 2021",https://www.kdnuggets.com/2021/08/significance-data-centric-ai.html
Automated Data Labeling with Machine Learning,Labeling training data is the one step in the data pipeline that has resisted automation. It’s time to change that.,Data Labeling," Aug 26, 2021",https://www.kdnuggets.com/2021/08/watchful-automated-data-labeling-machine-learning.html
Learning Data Science and Machine Learning: First Steps After The Roadmap,"Just getting into learning data science may seem as daunting as (if not more than) trying to land your first job in the field. With so many options and resources online and in traditional academia to consider, these pre-requisites and pre-work are recommended before diving deep into data science and AI/ML.",Data Science," Aug 24, 2021",https://www.kdnuggets.com/2021/08/learn-data-science-machine-learning.html
Enhancing Machine Learning Personalization through Variety,"Personalization drives growth and is a touchstone of good customer experience. Personalization driven through machine learning can enable companies to improve this experience while improving ROI for marketing campaigns. However, challenges exist in these techniques for when personalization makes sense and how and when specific options are recommended.",Machine Learning," Aug 19, 2021",https://www.kdnuggets.com/2021/08/machine-learning-personalization-variety.html
Model Drift in Machine Learning – How To Handle It In Big Data,"Rendezvous Architecture helps you run and choose outputs from a Champion model and many Challenger models running in parallel without many overheads. The original approach works well for smaller data sets, so how can this idea adapt to big data pipelines?",Big Data," Aug 17, 2021",https://www.kdnuggets.com/2021/08/model-drift-machine-learning-big-data.html
